payment_id,order_id,payment_date,payment_method,payment_amount
506659,106947,2024-10-30,Card,165.64
506660,106948,2024-10-02,Card,212.88
506661,106949,2025-02-13,Insurance,91.3
506662,106950,2025-05-20,Card,137.85
506663,106951,2024-11-15,Insurance,82.38
506664,106951,2024-11-16,Card,62.71
506665,106952,2025-08-16,Card,76.57
506666,106953,2025-09-02,ACH,61.93
506667,106954,2024-11-13,Card,163.88
506668,106955,2025-10-29,Card,51.18
506669,106956,2024-05-09,ACH,90.35
506670,106957,2025-11-12,Card,79.86
506671,106958,2024-08-06,Card,146.44
506672,106959,2025-02-21,Card,123.53
506673,106961,2024-11-24,ACH,75.87
506674,106962,2024-09-07,Card,249.36
506675,106963,2025-06-03,ACH,74.28
506676,106964,2024-03-04,ACH,100.33
506677,106965,2025-09-05,Card,114.24
506678,106966,2025-11-05,Card,88.59
506679,106967,2025-02-21,Insurance,127.01
506680,106968,2025-02-06,ACH,148.13
506681,106972,2024-06-10,Card,95.0
506682,106973,2025-05-13,ACH,54.66
506683,106974,2024-08-16,Card,67.34
506684,106975,2025-07-02,Card,27.26
506685,106975,2025-07-05,ACH,20.99
506686,106978,2025-03-29,Card,33.69
506687,106978,2025-04-02,Insurance,23.42
506688,106979,2025-01-03,Card,93.69
506689,106980,2024-08-02,Insurance,138.75
506690,106981,2025-03-09,Insurance,28.28
506691,106981,2025-03-20,Insurance,32.29
506692,106982,2025-12-31,ACH,48.77
506693,106983,2024-01-03,ACH,71.37
506694,106985,2025-09-23,Insurance,120.47
506695,106986,2025-01-26,Card,96.84
506696,106987,2025-03-27,Card,30.16
506697,106988,2024-09-26,ACH,59.4
506698,106990,2025-02-23,Card,96.35
506699,106993,2025-06-10,ACH,116.31
506700,106994,2025-07-01,Card,22.7
506701,106995,2025-07-09,Insurance,58.89
506702,106996,2024-09-05,ACH,162.78
506703,106997,2024-10-15,ACH,52.31
506704,106997,2024-10-17,Card,70.39
506705,106998,2024-11-01,Card,96.07
506706,106999,2025-09-17,Card,136.75
506707,107000,2025-10-22,ACH,106.7
506708,107001,2024-11-02,Card,88.59
506709,107002,2025-12-15,Card,126.49
506710,107003,2025-02-25,Card,114.77
506711,107004,2024-10-12,Card,166.44
506712,107005,2024-01-07,Card,31.73
506713,107005,2024-01-05,ACH,42.78
506714,107006,2025-03-24,Card,97.39
506715,107008,2025-12-11,Card,61.74
506716,107009,2025-06-14,Card,237.03
506717,107010,2024-01-28,Card,79.4
506718,107012,2025-07-02,Card,52.17
506719,107013,2025-01-02,Card,187.6
506720,107014,2024-11-11,ACH,70.9
506721,107015,2025-08-16,ACH,100.9
506722,107016,2025-03-25,Card,108.94
506723,107017,2025-05-17,ACH,140.19
506724,107018,2024-12-07,Card,83.4
506725,107020,2025-01-15,Card,65.11
506726,107022,2025-03-18,Insurance,75.47
506727,107023,2025-06-13,Insurance,113.17
506728,107024,2024-04-02,Card,354.78
506729,107025,2025-12-25,Card,148.13
506730,107027,2025-12-10,Card,66.41
506731,107028,2024-11-21,Card,62.39
506732,107029,2025-11-04,Insurance,141.49
506733,107030,2025-10-13,Card,54.57
506734,107031,2025-07-12,Card,90.29
506735,107032,2025-11-02,Card,55.13
506736,107033,2025-03-21,Card,39.79
506737,107033,2025-03-21,Card,33.37
506738,107034,2025-09-29,Card,113.61
506739,107036,2024-02-23,Card,69.79
506740,107037,2025-02-01,ACH,161.94
506741,107038,2025-08-15,Card,29.89
506742,107039,2025-07-13,Card,188.69
506743,107041,2025-01-21,Card,137.6
506744,107042,2025-04-08,Card,18.08
506745,107043,2025-10-01,ACH,88.38
506746,107044,2025-09-10,Insurance,150.44
506747,107045,2024-03-25,ACH,61.5
506748,107047,2024-10-09,ACH,174.74
506749,107048,2025-08-10,Card,158.74
506750,107049,2025-01-05,Card,50.42
506751,107050,2025-12-25,Card,154.35
506752,107051,2024-11-14,Card,258.38
506753,107052,2025-05-20,Card,97.34
506754,107052,2025-05-13,Card,74.63
506755,107053,2024-03-20,Insurance,50.63
506756,107054,2025-11-12,ACH,54.43
506757,107055,2024-04-26,ACH,88.84
506758,107057,2025-09-09,Card,144.78
506759,107058,2025-12-08,Insurance,21.88
506760,107058,2025-12-13,Card,19.23
506761,107059,2024-12-26,Card,82.4
506762,107060,2024-12-22,ACH,40.58
506763,107061,2024-02-07,Card,51.7
506764,107062,2025-12-17,Card,134.73
506765,107063,2024-01-15,Card,82.44
506766,107065,2024-12-18,Card,82.62
506767,107066,2024-01-16,ACH,130.92
506768,107068,2025-04-09,Insurance,48.65
506769,107069,2025-06-04,Card,53.86
506770,107070,2024-08-05,Insurance,70.43
506771,107071,2025-08-10,Insurance,211.67
506772,107072,2025-03-26,ACH,102.83
506773,107073,2024-06-19,Insurance,104.51
506774,107074,2025-06-07,Insurance,99.62
506775,107076,2025-08-22,ACH,148.62
506776,107078,2024-06-22,ACH,47.62
506777,107079,2024-08-10,ACH,189.47
506778,107081,2025-10-17,ACH,79.21
506779,107082,2025-06-25,ACH,74.7
506780,107083,2025-02-03,Insurance,69.45
506781,107084,2025-02-04,Insurance,187.49
506782,107085,2025-10-13,ACH,52.13
506783,107085,2025-10-10,Card,45.47
506784,107087,2024-06-13,Card,50.8
506785,107088,2024-04-10,Card,33.78
506786,107088,2024-04-15,Card,47.02
506787,107089,2024-09-04,Card,87.73
506788,107091,2024-12-16,ACH,64.2
506789,107092,2024-11-10,Card,170.63
506790,107093,2024-12-20,Insurance,99.83
506791,107094,2025-12-13,Card,71.96
506792,107096,2024-04-29,Card,67.86
506793,107097,2024-03-25,ACH,31.53
506794,107098,2024-07-02,Card,127.73
506795,107099,2025-09-26,Insurance,83.59
506796,107101,2025-09-23,Card,27.68
506797,107102,2025-04-17,Card,64.76
506798,107103,2025-02-22,Card,103.06
506799,107105,2024-09-10,Insurance,131.07
506800,107106,2024-04-22,Card,27.21
506801,107107,2025-01-18,Card,76.5
506802,107108,2024-07-24,Card,89.09
506803,107109,2024-08-06,ACH,83.84
506804,107110,2024-01-31,ACH,63.25
506805,107111,2025-08-12,Card,122.39
506806,107112,2025-11-18,ACH,68.4
506807,107113,2025-01-05,Card,104.4
506808,107114,2025-01-26,ACH,80.89
506809,107117,2025-04-06,ACH,79.31
506810,107119,2025-01-12,Insurance,45.94
506811,107120,2025-01-17,ACH,153.67
506812,107121,2025-06-03,Insurance,71.38
506813,107122,2025-03-25,Card,84.16
506814,107123,2025-01-07,ACH,17.03
506815,107123,2025-01-05,Card,23.02
506816,107124,2024-02-28,Insurance,115.31
506817,107125,2025-10-29,ACH,136.31
506818,107127,2024-05-16,ACH,88.36
506819,107128,2024-08-06,ACH,69.62
506820,107129,2025-12-14,ACH,67.39
506821,107130,2024-08-22,Card,61.63
506822,107132,2025-07-31,Card,80.19
506823,107133,2025-09-24,Insurance,40.0
506824,107134,2024-01-12,Card,91.47
506825,107135,2024-12-25,Card,66.05
506826,107136,2025-02-18,Insurance,87.8
506827,107137,2025-09-04,Card,188.21
506828,107138,2024-06-15,ACH,83.58
506829,107139,2024-08-15,Insurance,60.19
506830,107140,2024-05-12,Card,111.61
506831,107141,2025-07-11,Card,76.62
506832,107141,2025-07-10,Card,57.14
506833,107142,2026-01-06,ACH,74.87
506834,107143,2024-04-12,Card,55.85
506835,107146,2025-10-22,Insurance,200.1
506836,107147,2024-11-24,ACH,54.49
506837,107148,2024-07-26,Card,26.19
506838,107149,2024-08-25,ACH,97.98
506839,107150,2025-03-14,Card,42.8
506840,107151,2024-10-14,ACH,66.98
506841,107152,2024-04-13,Card,47.42
506842,107152,2024-04-23,ACH,37.12
506843,107154,2024-11-05,Insurance,100.99
506844,107155,2024-07-09,Insurance,135.24
506845,107156,2025-06-22,Insurance,33.39
506846,107157,2025-07-03,Card,47.49
506847,107158,2024-04-24,ACH,192.42
506848,107160,2024-02-08,Card,496.45
506849,107161,2025-07-16,Card,99.07
506850,107162,2025-04-03,Card,121.26
506851,107163,2025-08-04,ACH,53.34
506852,107164,2025-04-04,Card,89.83
506853,107167,2025-06-15,Card,87.95
506854,107168,2024-10-21,Card,105.79
506855,107169,2025-11-05,Card,34.58
506856,107169,2025-11-01,Insurance,24.97
506857,107170,2025-10-21,Card,70.69
506858,107171,2025-08-08,Insurance,85.47
506859,107172,2025-12-26,Card,76.13
506860,107173,2024-10-13,Insurance,60.4
506861,107174,2024-03-30,Card,57.34
506862,107175,2024-12-20,Card,44.52
506863,107176,2025-07-13,Card,125.21
506864,107177,2025-07-26,Card,125.79
506865,107179,2024-08-20,Card,61.59
506866,107180,2024-11-25,Insurance,67.86
506867,107181,2025-08-16,Insurance,165.58
506868,107182,2024-02-17,Card,84.94
506869,107183,2024-08-31,Card,113.73
506870,107184,2024-06-23,Insurance,16.69
506871,107184,2024-06-29,ACH,17.64
506872,107185,2025-08-12,ACH,49.27
506873,107185,2025-08-12,Card,46.04
506874,107186,2024-12-12,Card,199.54
506875,107187,2024-03-05,ACH,100.14
506876,107188,2024-07-15,Insurance,75.48
506877,107189,2024-02-07,Card,124.33
506878,107190,2024-12-19,ACH,71.55
506879,107191,2026-01-01,Card,97.95
506880,107191,2026-01-05,Card,144.56
506881,107192,2025-02-21,Card,112.23
506882,107193,2025-09-30,ACH,129.48
506883,107194,2025-06-30,Card,102.79
506884,107195,2025-10-09,ACH,57.13
506885,107196,2024-08-17,ACH,75.43
506886,107197,2025-12-01,Card,41.08
506887,107199,2024-11-22,Card,48.49
506888,107200,2025-05-18,Card,70.62
506889,107201,2024-07-29,ACH,67.74
506890,107202,2024-07-17,Card,83.33
506891,107203,2024-04-06,Insurance,48.86
506892,107204,2024-01-05,ACH,56.46
506893,107204,2024-01-05,Insurance,64.38
506894,107206,2025-12-22,Insurance,88.34
506895,107207,2024-06-09,Card,65.39
506896,107208,2024-11-23,Card,195.55
506897,107209,2025-11-14,ACH,16.39
506898,107209,2025-11-19,ACH,20.83
506899,107211,2024-01-06,Card,60.8
506900,107212,2025-01-06,Card,63.43
506901,107213,2024-04-14,Insurance,59.48
506902,107213,2024-04-16,Card,44.71
506903,107216,2025-03-28,ACH,34.43
506904,107218,2024-07-08,Card,81.48
506905,107219,2024-06-17,ACH,60.72
506906,107220,2024-09-17,Card,111.19
506907,107221,2025-04-25,ACH,160.6
506908,107222,2024-11-04,Card,42.07
506909,107223,2024-09-02,Insurance,100.91
506910,107224,2025-01-17,Card,64.49
506911,107224,2025-01-15,ACH,57.22
506912,107225,2025-03-28,Card,207.88
506913,107226,2024-01-15,Card,81.05
506914,107227,2025-10-16,ACH,132.25
506915,107228,2025-11-04,Card,81.79
506916,107229,2025-03-22,Insurance,36.61
506917,107230,2025-02-27,Card,108.84
506918,107232,2024-11-23,Card,78.13
506919,107232,2024-11-23,Insurance,75.08
506920,107233,2024-09-28,ACH,110.19
506921,107234,2024-09-14,Card,57.62
506922,107235,2024-04-28,Insurance,172.99
506923,107236,2025-09-07,Card,34.36
506924,107236,2025-09-12,Card,45.81
506925,107237,2024-08-28,ACH,77.13
506926,107238,2024-07-30,Card,176.49
506927,107239,2025-12-09,Card,48.15
506928,107241,2025-04-01,ACH,105.93
506929,107242,2024-07-04,ACH,110.63
506930,107243,2024-07-27,Card,165.44
506931,107245,2024-12-01,Card,172.87
506932,107247,2025-09-08,Card,194.11
506933,107248,2024-10-25,Insurance,115.49
506934,107249,2025-05-04,Insurance,105.74
506935,107252,2025-07-26,Card,137.51
506936,107254,2024-05-31,Card,103.19
506937,107255,2025-05-08,ACH,58.91
506938,107256,2025-11-03,Card,148.19
506939,107257,2025-04-16,Card,55.65
506940,107258,2024-04-29,Insurance,50.45
506941,107260,2024-06-03,Card,118.9
506942,107262,2025-07-10,Card,86.37
506943,107263,2025-12-07,ACH,32.2
506944,107263,2025-12-07,Card,36.43
506945,107264,2025-01-13,Card,58.06
506946,107265,2025-03-16,Card,130.67
506947,107265,2025-03-14,Card,94.71
506948,107266,2025-08-02,Insurance,167.32
506949,107267,2024-11-02,ACH,113.42
506950,107268,2024-12-12,ACH,143.1
506951,107269,2025-03-09,Insurance,80.02
506952,107270,2024-08-12,Card,137.81
506953,107271,2024-02-17,Card,52.04
506954,107273,2025-09-05,Card,30.96
506955,107274,2024-03-05,ACH,37.66
506956,107275,2024-06-11,Insurance,16.92
506957,107275,2024-06-08,Card,24.88
506958,107276,2024-07-11,Card,140.7
506959,107276,2024-07-15,Card,99.31
506960,107277,2025-08-13,ACH,86.54
506961,107279,2025-01-27,Card,193.13
506962,107279,2025-01-29,ACH,178.83
506963,107280,2025-04-20,ACH,41.46
506964,107281,2024-07-27,Card,143.03
506965,107282,2025-06-05,Card,63.31
506966,107283,2024-01-29,Insurance,127.19
506967,107284,2024-03-27,Card,84.89
506968,107285,2025-08-19,Card,58.87
506969,107286,2025-04-26,ACH,48.03
506970,107287,2024-05-13,ACH,65.7
506971,107288,2024-11-21,Card,21.11
506972,107288,2024-11-22,Card,30.63
506973,107289,2024-02-07,Card,45.57
506974,107290,2025-05-10,ACH,135.23
506975,107291,2025-07-09,Card,192.14
506976,107292,2024-07-28,Card,26.24
506977,107292,2024-07-27,ACH,34.61
506978,107293,2024-09-20,ACH,38.81
506979,107294,2024-06-23,Insurance,112.31
506980,107296,2024-07-20,ACH,56.8
506981,107297,2024-07-01,Card,90.94
506982,107298,2024-11-16,Card,23.59
506983,107299,2025-09-20,ACH,94.06
506984,107300,2025-07-15,Card,79.22
506985,107301,2024-08-07,ACH,182.08
506986,107302,2025-11-23,Card,106.35
506987,107303,2024-06-04,Insurance,98.02
506988,107304,2025-11-01,ACH,250.09
506989,107306,2025-02-03,Card,18.94
506990,107306,2025-02-01,ACH,25.4
506991,107307,2024-05-30,Card,147.86
506992,107312,2025-01-03,Card,50.31
506993,107314,2025-10-23,Card,44.14
506994,107315,2024-11-02,Insurance,75.18
506995,107316,2025-05-13,Card,214.73
506996,107318,2025-02-09,ACH,117.25
506997,107319,2024-02-13,Card,59.9
506998,107319,2024-02-17,Insurance,63.24
506999,107320,2024-06-15,Card,78.2
507000,107321,2024-06-07,Card,50.8
507001,107323,2025-10-27,ACH,53.45
507002,107323,2025-10-27,ACH,40.43
507003,107325,2025-10-16,Insurance,282.22
507004,107326,2024-06-29,ACH,55.36
507005,107328,2024-10-17,Card,56.19
507006,107329,2024-06-28,Card,66.75
507007,107330,2024-07-01,Insurance,75.49
507008,107331,2024-11-04,Card,188.9
507009,107332,2024-09-09,Insurance,98.43
507010,107334,2024-09-05,Card,49.86
507011,107335,2024-04-18,Insurance,181.6
507012,107336,2025-12-09,Card,264.96
507013,107337,2024-10-09,Card,105.49
507014,107338,2024-03-19,Insurance,106.95
507015,107339,2025-03-09,Card,170.98
507016,107340,2025-10-07,Card,64.74
507017,107341,2024-09-20,Card,196.5
507018,107342,2025-09-13,Card,57.0
507019,107345,2024-08-10,Card,95.72
507020,107346,2024-01-30,Card,71.97
507021,107348,2025-11-06,ACH,103.91
507022,107349,2025-08-01,ACH,17.36
507023,107349,2025-08-02,Insurance,17.63
507024,107350,2025-07-28,Card,109.35
507025,107351,2025-10-20,ACH,80.02
507026,107351,2025-10-06,Card,75.63
507027,107352,2024-09-30,Card,51.35
507028,107353,2024-08-25,Card,55.49
507029,107355,2025-03-09,Insurance,69.09
507030,107356,2024-08-23,ACH,64.05
507031,107357,2024-07-28,Insurance,53.83
507032,107358,2025-10-05,Insurance,98.65
507033,107360,2024-02-16,ACH,43.12
507034,107361,2025-06-27,Card,121.28
507035,107362,2024-01-06,ACH,21.65
507036,107362,2024-01-06,Card,24.8
507037,107364,2026-01-05,Card,89.19
507038,107365,2024-11-12,Card,72.19
507039,107366,2025-06-20,Insurance,117.06
507040,107367,2024-12-26,Card,183.84
507041,107368,2024-03-12,ACH,36.69
507042,107369,2024-05-20,Card,151.07
507043,107370,2025-07-16,Card,41.04
507044,107371,2024-03-11,ACH,190.87
507045,107372,2025-03-11,ACH,131.9
507046,107373,2024-09-14,ACH,29.2
507047,107373,2024-09-14,ACH,24.27
507048,107374,2024-10-02,Card,39.76
507049,107374,2024-09-28,Card,42.43
507050,107375,2025-12-02,ACH,119.1
507051,107376,2025-03-20,ACH,69.49
507052,107376,2025-03-19,Insurance,80.9
507053,107377,2025-03-26,Card,77.51
507054,107378,2024-09-17,ACH,133.64
507055,107381,2024-02-03,Insurance,31.29
507056,107381,2024-01-30,ACH,27.6
507057,107382,2024-06-25,Card,51.91
507058,107383,2025-03-20,Insurance,72.25
507059,107384,2025-04-05,Insurance,71.19
507060,107385,2024-03-14,Card,218.78
507061,107386,2025-07-30,Card,117.37
507062,107386,2025-08-13,ACH,79.98
507063,107387,2025-02-02,ACH,93.78
507064,107388,2024-06-22,Card,106.1
507065,107389,2025-07-03,Card,127.41
507066,107390,2026-01-07,Card,108.74
507067,107392,2024-07-29,ACH,56.4
507068,107393,2024-08-09,Insurance,72.38
507069,107395,2024-02-04,ACH,98.07
507070,107397,2024-02-03,Card,112.09
507071,107398,2024-01-30,Card,86.15
507072,107399,2024-11-16,Insurance,48.3
507073,107400,2025-07-01,Card,52.64
507074,107401,2025-10-10,ACH,174.27
507075,107403,2024-07-01,ACH,62.2
507076,107404,2024-11-12,Card,41.07
507077,107405,2025-02-24,ACH,63.64
507078,107406,2025-12-27,ACH,229.91
507079,107407,2025-05-19,Card,36.67
507080,107407,2025-05-18,Card,38.66
507081,107408,2025-02-02,ACH,24.72
507082,107408,2025-02-02,Card,29.56
507083,107409,2024-02-15,Card,48.6
507084,107409,2024-02-18,Insurance,54.66
507085,107410,2024-03-06,Card,33.39
507086,107414,2024-06-29,Card,97.32
507087,107415,2025-05-05,Insurance,110.42
507088,107416,2025-08-25,ACH,48.75
507089,107417,2024-11-19,Card,72.15
507090,107418,2025-10-09,Insurance,61.92
507091,107419,2025-06-22,Card,66.63
507092,107420,2025-06-11,Insurance,77.53
507093,107421,2025-09-29,Card,77.55
507094,107422,2024-05-15,ACH,98.58
507095,107424,2025-12-02,ACH,55.78
507096,107425,2025-12-27,Card,99.55
507097,107427,2025-07-05,Card,37.38
507098,107428,2025-10-17,Card,51.7
507099,107428,2025-10-16,Insurance,41.57
507100,107429,2025-09-16,Insurance,77.97
507101,107431,2025-09-02,Card,83.44
507102,107432,2024-10-05,ACH,42.57
507103,107433,2025-06-18,Card,88.22
507104,107435,2025-08-10,Card,128.58
507105,107436,2025-08-18,Insurance,30.02
507106,107437,2025-11-15,ACH,80.43
507107,107438,2025-03-12,ACH,73.07
507108,107439,2024-12-16,Insurance,55.72
507109,107440,2024-05-04,ACH,29.9
507110,107440,2024-05-04,Card,39.94
507111,107441,2025-04-14,Card,38.93
507112,107442,2025-02-22,Card,79.84
507113,107443,2025-01-16,Card,98.07
507114,107443,2025-01-11,Insurance,93.63
507115,107444,2025-05-15,Card,79.31
507116,107445,2025-09-14,Card,59.05
507117,107447,2024-11-17,Card,223.47
507118,107448,2025-06-16,Insurance,69.75
507119,107450,2025-07-26,Card,95.5
507120,107451,2025-08-11,Insurance,146.08
507121,107452,2025-09-23,ACH,48.92
507122,107453,2025-12-04,Insurance,60.18
507123,107454,2025-03-25,ACH,63.76
507124,107455,2024-06-30,Insurance,101.64
507125,107457,2025-06-04,Card,110.66
507126,107458,2024-03-20,Card,26.74
507127,107458,2024-03-15,ACH,29.17
507128,107459,2025-07-07,Card,180.9
507129,107460,2025-02-02,Insurance,40.72
507130,107460,2025-02-01,Card,28.29
507131,107461,2025-11-15,Insurance,139.33
507132,107462,2024-06-07,ACH,33.59
507133,107462,2024-06-04,Card,24.42
507134,107463,2025-10-30,ACH,44.01
507135,107464,2024-11-25,ACH,20.14
507136,107464,2024-11-29,Insurance,21.64
507137,107465,2025-02-28,Card,22.14
507138,107466,2025-05-03,Card,35.53
507139,107468,2025-10-26,Insurance,22.88
507140,107469,2024-05-04,Card,39.0
507141,107470,2025-06-18,Card,204.3
507142,107471,2025-12-17,Insurance,37.81
507143,107472,2024-06-11,ACH,69.91
507144,107473,2024-07-06,Card,92.95
507145,107474,2024-12-16,Insurance,37.51
507146,107475,2025-06-14,Insurance,157.85
507147,107476,2025-12-02,ACH,103.53
507148,107477,2025-08-05,Card,62.26
507149,107479,2024-11-18,Card,56.53
507150,107480,2025-04-21,Insurance,87.18
507151,107481,2024-06-15,Card,36.78
507152,107482,2024-12-06,Card,50.0
507153,107483,2024-06-06,Insurance,254.94
507154,107484,2024-01-24,Insurance,99.76
507155,107486,2025-08-14,ACH,72.23
507156,107487,2025-01-09,Card,65.73
507157,107488,2024-01-11,ACH,19.72
507158,107489,2024-03-07,Card,79.94
507159,107490,2024-03-28,Card,40.88
507160,107491,2025-06-13,Card,64.04
507161,107492,2024-06-02,Card,49.08
507162,107493,2024-07-03,Card,118.36
507163,107494,2025-09-26,Insurance,262.18
507164,107495,2025-10-08,Card,250.97
507165,107496,2025-07-15,Card,129.07
507166,107498,2025-03-05,Card,65.97
507167,107499,2024-05-26,Insurance,63.37
507168,107500,2025-09-19,Card,69.46
507169,107501,2024-03-08,ACH,179.48
507170,107502,2025-07-01,ACH,50.22
507171,107504,2025-07-11,Insurance,38.4
507172,107505,2024-11-28,Card,102.48
507173,107506,2024-05-10,Card,30.85
507174,107506,2024-04-26,ACH,27.47
507175,107507,2025-07-09,Card,79.71
507176,107508,2025-04-08,ACH,99.35
507177,107509,2024-12-09,Insurance,84.1
507178,107511,2024-09-09,Insurance,123.73
507179,107512,2024-12-20,Card,130.97
507180,107514,2024-07-28,Card,38.17
507181,107516,2024-01-15,Insurance,66.69
507182,107517,2025-11-09,Card,68.99
507183,107517,2025-11-14,Card,97.19
507184,107518,2024-06-22,ACH,106.0
507185,107519,2024-05-02,ACH,49.75
507186,107519,2024-05-19,Card,49.63
507187,107520,2024-04-20,Insurance,95.75
507188,107521,2025-12-27,ACH,73.21
507189,107523,2024-09-01,Insurance,172.81
507190,107524,2024-10-24,ACH,38.32
507191,107524,2024-10-25,ACH,36.52
507192,107525,2024-03-06,Insurance,165.45
507193,107527,2024-07-01,Card,39.84
507194,107528,2025-08-11,ACH,69.57
507195,107531,2025-08-02,Card,59.61
507196,107532,2025-09-07,Card,39.5
507197,107533,2025-01-11,Card,87.51
507198,107534,2024-06-12,Insurance,174.02
507199,107535,2024-09-06,ACH,92.88
507200,107536,2024-06-15,ACH,41.45
507201,107537,2025-05-03,Insurance,27.55
507202,107540,2025-04-26,Card,46.06
507203,107540,2025-04-27,Card,63.94
507204,107541,2025-11-18,Card,134.67
507205,107542,2024-10-02,Insurance,192.32
507206,107543,2025-12-03,Card,60.64
507207,107544,2024-10-25,Card,100.13
507208,107545,2025-05-18,Card,66.19
507209,107547,2025-08-26,ACH,147.85
507210,107548,2024-12-09,Card,257.81
507211,107549,2025-08-11,Card,55.56
507212,107549,2025-08-04,Insurance,39.23
507213,107551,2024-12-29,ACH,128.93
507214,107553,2025-06-03,Card,46.58
507215,107554,2025-04-02,Card,77.62
507216,107555,2024-03-03,Card,78.16
507217,107556,2025-08-16,Card,35.84
507218,107556,2025-08-18,Insurance,25.53
507219,107557,2025-07-08,Insurance,73.74
507220,107558,2024-03-19,Card,25.09
507221,107558,2024-03-22,ACH,18.62
507222,107559,2025-12-07,Card,128.27
507223,107560,2025-04-27,ACH,39.96
507224,107560,2025-05-01,ACH,40.89
507225,107561,2024-03-04,Card,54.82
507226,107561,2024-03-09,Insurance,42.97
507227,107562,2024-12-26,Card,138.74
507228,107564,2024-07-25,ACH,51.34
507229,107565,2025-11-19,Insurance,137.12
507230,107566,2024-11-07,Card,50.51
507231,107568,2024-09-19,Card,141.62
507232,107570,2025-05-22,Card,123.13
507233,107571,2025-11-14,ACH,95.84
507234,107571,2025-11-10,Card,68.36
507235,107572,2024-05-27,ACH,124.55
507236,107573,2025-12-03,Card,28.88
507237,107574,2025-01-25,Insurance,58.06
507238,107575,2024-04-08,Insurance,81.3
507239,107576,2025-11-09,ACH,66.56
507240,107577,2024-09-15,Insurance,401.92
507241,107578,2025-04-09,Card,87.05
507242,107579,2025-05-28,Card,59.46
507243,107579,2025-05-25,Card,53.8
507244,107580,2024-01-14,Card,153.69
507245,107581,2024-06-12,Card,52.46
507246,107581,2024-06-12,Card,63.23
507247,107582,2025-05-21,Card,88.8
507248,107583,2024-08-25,Card,134.35
507249,107584,2024-01-09,Card,85.04
507250,107585,2024-01-18,Insurance,104.89
507251,107586,2025-08-28,ACH,52.78
507252,107587,2024-04-23,Card,53.64
507253,107588,2024-03-16,Card,33.48
507254,107589,2025-02-16,Card,85.32
507255,107590,2024-03-31,ACH,76.42
507256,107591,2025-04-25,Card,141.31
507257,107592,2025-02-05,Insurance,44.34
507258,107593,2025-04-30,ACH,58.89
507259,107594,2024-12-28,ACH,69.41
507260,107595,2025-07-28,Card,51.23
507261,107595,2025-08-01,Insurance,41.75
507262,107596,2025-04-21,Insurance,54.04
507263,107597,2024-11-05,Card,105.7
507264,107598,2024-01-15,Insurance,62.38
507265,107599,2024-07-30,Card,38.45
507266,107599,2024-08-01,Card,55.22
507267,107601,2024-01-17,ACH,81.07
507268,107602,2024-07-20,Card,43.88
507269,107603,2024-06-04,Card,140.75
507270,107604,2024-02-29,Insurance,78.98
507271,107604,2024-03-01,Card,87.6
507272,107606,2025-01-09,Card,95.77
507273,107607,2024-05-11,Card,88.9
507274,107608,2024-07-21,Insurance,171.04
507275,107609,2024-01-20,Card,56.82
507276,107610,2024-02-07,ACH,41.78
507277,107611,2024-04-28,Card,106.89
507278,107612,2024-11-30,Card,73.39
507279,107613,2025-05-05,Card,49.14
507280,107614,2025-08-15,Card,48.69
507281,107615,2025-04-08,Card,142.79
507282,107616,2025-03-28,Insurance,107.81
507283,107617,2025-11-14,ACH,41.1
507284,107617,2025-12-01,Card,48.79
507285,107618,2024-07-10,Card,74.7
507286,107619,2025-08-11,Insurance,85.16
507287,107620,2025-11-19,Card,121.93
507288,107621,2025-02-21,ACH,101.41
507289,107622,2025-09-10,ACH,150.75
507290,107623,2024-04-11,Insurance,50.17
507291,107624,2025-10-08,Card,53.55
507292,107626,2024-06-13,ACH,71.64
507293,107627,2024-02-15,ACH,45.21
507294,107629,2024-11-11,Card,112.71
507295,107630,2024-08-31,ACH,25.13
507296,107631,2024-10-16,Card,93.4
507297,107633,2024-11-13,Card,74.51
507298,107634,2024-02-28,Card,40.53
507299,107635,2024-07-29,ACH,177.31
507300,107636,2024-04-21,ACH,137.01
507301,107637,2025-05-19,ACH,194.78
507302,107638,2025-08-14,Card,64.69
507303,107639,2025-09-07,Card,66.59
507304,107640,2025-04-13,ACH,65.04
507305,107641,2025-07-16,Card,35.73
507306,107643,2025-04-06,Card,121.56
507307,107644,2024-03-20,Card,92.79
507308,107645,2025-01-28,Card,209.2
507309,107646,2025-02-15,ACH,59.59
507310,107647,2024-01-28,Insurance,60.81
507311,107649,2025-06-29,Card,77.59
507312,107649,2025-06-13,ACH,74.64
507313,107651,2025-02-03,Card,168.74
507314,107652,2024-07-30,ACH,104.77
507315,107655,2024-09-01,ACH,70.33
507316,107657,2025-11-19,ACH,54.46
507317,107657,2025-11-20,ACH,56.18
507318,107658,2025-04-13,ACH,169.63
507319,107659,2025-04-06,Card,63.11
507320,107660,2025-03-25,Card,122.93
507321,107661,2024-12-14,Card,47.6
507322,107663,2025-04-01,Card,34.69
507323,107663,2025-04-04,Card,47.09
507324,107665,2024-10-31,Card,22.55
507325,107666,2025-02-17,Card,76.7
507326,107667,2024-12-09,ACH,34.52
507327,107667,2024-12-15,Insurance,24.42
507328,107668,2024-08-03,Card,69.32
507329,107670,2024-03-03,Card,28.6
507330,107671,2024-11-23,ACH,173.29
507331,107672,2025-06-09,Card,330.29
507332,107673,2025-05-22,Card,86.36
507333,107676,2025-07-16,Insurance,114.41
507334,107677,2025-08-08,Card,111.86
